,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
5581,4900,1118,OB,300,S1B,UMMHC-Memorial Campus,H,NA,High Honors,40,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5582,4900,1118,SU,300,S1C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.72,Honors,74,High Honors,80,Honors,High Honors,Honors,High Honors
5583,4900,1118,PE,300,S2A,UMMHC-University Campus,HH,NA,High Honors,3.54,NA,82,Honors,87,High Honors,High Honors,NA,Honors
5584,4900,1118,FC,300,S2B,Worcester Area North,H,NA,Honors,35.68,NA,13.1,High Honors,14.17,Honors,Honors,NA,High Honors
5585,4900,1118,PS,300,S2C,UMMHC-Psychiatric Treatment and Recovery Center (PTRC),HH,NA,NA,NA,Honors,88,High Honors,92,High Honors,NA,Honors,High Honors
5586,4901,1118,NU,302,3A3,Cape Cod Hospital,HH,NA,High Honors,3.92,High Honors,86,High Honors,20,High Honors,High Honors,High Honors,High Honors
5587,5201,1044,PS,300,S3A,UMMHC-C/L,HH,NA,High Honors,93,Honors,82,High Honors,90,High Honors,High Honors,Honors,High Honors
5588,5201,1044,OB,300,S3B,UMMHC-Memorial Campus,H,NA,Honors,40,Pass,7,Honors,21,Honors,Honors,Pass,Honors
5589,5200,1044,SU,300,1B5,Cape Cod Hospital,H,NA,High Honors,3.79,Pass,69,Honors,73,Honors,High Honors,Pass,Honors
5590,5200,1044,NU,302,2B3,Saint Vincent Hospital Massachusetts,P,NA,Honors,3,Pass,72,Pass,13,Pass,Honors,Pass,Pass
5591,5200,1044,ME,300B,2C5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.47,Honors,3.3,Honors,3,Honors,Honors,Honors,Honors
5592,5000,1353,OB,300,S1B,Cape Cod Hospital,H,NA,High Honors,41,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5593,5001,1353,FC,300,S3A,Worcester Area South,H,NA,High Honors,38.88,NA,13,Pass,11.09,Honors,High Honors,NA,Pass
5594,5001,1353,PS,300,S3B,TaraVista Behavioral Health Center,H,NA,NA,NA,Pass,74,Honors,86,Honors,NA,Pass,Honors
5595,5001,1353,PE,300,S3C,Baystate Medical Center,S,NA,NA,NA,Satisfactory,NA,Satisfactory,92,Satisfactory,NA,Satisfactory,Satisfactory
5596,5000,1353,SU,300,1C5,Cape Cod Hospital,H,NA,High Honors,3.53,Pass,72,Pass,80,Honors,High Honors,Pass,Pass
5597,5000,1353,ME,300B,2A5,Milford Regional Medical Center,H,NA,High Honors,3.57,Honors,2.7,Honors,3,Honors,High Honors,Honors,Honors
5598,5000,1353,NU,302,2B3,Berkshire Medical Center,H,NA,Honors,3.3,Honors,78,High Honors,20,Honors,Honors,Honors,High Honors
5599,4900,1063,PE,300,S1B,UMMHC-University Campus,HH,NA,High Honors,3.58,NA,80,High Honors,90,High Honors,High Honors,NA,High Honors
5600,4900,1163,PS,300,S1A,TaraVista Behavioral Health Center,H,NA,NA,NA,Honors,84,Honors,85,Honors,NA,Honors,Honors
5601,4900,1163,FC,300,S1B,Worcester Area North,HH,NA,High Honors,39.68,NA,13.4,High Honors,14.3,High Honors,High Honors,NA,High Honors
5602,4900,1163,PE,300,S1C,UMMHC-University Campus,H,NA,High Honors,3.62,NA,82,Honors,88,Honors,High Honors,NA,Honors
5603,4901,1163,OB,300,S3A,UMMHC-Memorial Campus,H,NA,High Honors,41,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5604,4901,1163,SU,300,S3C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.83,Honors,75,Honors,74,Honors,High Honors,Honors,Honors
5605,4900,1163,NU,302,2B3,Saint Vincent Hospital Massachusetts,HH,NA,Honors,3.42,High Honors,88,Honors,16,High Honors,Honors,High Honors,Honors
5606,5000,1067,OB,300,S2C,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,42,High Honors,15,Honors,22,High Honors,High Honors,High Honors,Honors
5607,5001,1067,PS,300,S3A,TaraVista Behavioral Health Center,HH,NA,NA,NA,High Honors,97,Honors,87,High Honors,NA,High Honors,Honors
5608,5001,1067,PE,300,S3B,UMMHC-University Campus,HH,NA,High Honors,3.53,NA,87,Pass,84,High Honors,High Honors,NA,Pass
5609,5001,1067,FC,300,S3C,Worcester Area North,S,NA,NA,NA,NA,NA,Satisfactory,13.4,Satisfactory,NA,NA,Satisfactory
5610,5000,1067,NU,302,1A4,Holyoke Health Center,H,NA,Honors,3.3,High Honors,88,Pass,13,Honors,Honors,High Honors,Pass
5611,5000,1067,ME,300B,1C5,UMMHC-Memorial Campus,HH,NA,Honors,3.34,High Honors,4,High Honors,4,High Honors,Honors,High Honors,High Honors
5612,5000,1067,SU,300,2A5,UMMHC-University ACS,HH,NA,High Honors,3.5,Honors,79,Pass,71,High Honors,High Honors,Honors,Pass
5613,5300,1784,OB,300,S1C,UMMHC-Memorial Campus,HH,88,High Honors,44,Honors,11,Pass,19,High Honors,High Honors,Honors,Pass
5614,5300,1784,PS,300,S2A,Taunton State Hospital,HH,90,High Honors,91,Honors,87,High Honors,90,High Honors,High Honors,Honors,High Honors
5615,5300,1784,PE,300,S2B,UMMHC-University Campus,H,3.13,High Honors,3.45,Pass,75,Honors,85,Honors,High Honors,Pass,Honors
5616,5300,1784,FC,300,S2C,Worcester Area North,H,93.07,High Honors,44.16,Pass,16.89,Honors,17.42,Honors,High Honors,Pass,Honors
5617,5300,1784,SU,300,1B5,Berkshire Medical Center,H,3,High Honors,3.52,Pass,74,Pass,65,Honors,High Honors,Pass,Pass
5618,5301,1784,ME,300B,3A5,Milford Regional Medical Center,H,3.4,High Honors,3.7,Honors,3.1,Pass,2.5,Honors,High Honors,Honors,Pass
5619,5301,1784,NU,302,3B3,UMMHC-University Campus,HH,93,High Honors,4,Honors,80,Honors,16,High Honors,High Honors,Honors,Honors
5620,5400,1949,FC,300,S1A,"Baystate Medical Center - Springfield, MA",H,93.7,High Honors,44.16,Pass,17.2,Honors,17.74,Honors,High Honors,Pass,Honors
5621,5400,1949,PE,300,S1B,"Baystate Medical Center - Springfield, MA",H,3.4,High Honors,3.61,Pass,74,High Honors,93,Honors,High Honors,Pass,High Honors
5622,5400,1949,PS,300,S1C,"Baystate Medical Center - Springfield, MA",H,93,High Honors,99,Honors,83,Honors,84,Honors,High Honors,Honors,Honors
5623,5401,1949,OB,300,S3C,"Baystate Medical Center - Springfield, MA",HH,93,High Honors,45,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
5624,5400,1949,NU,302,2B3,"Baystate Medical Center - Springfield, MA",H,87.85,High Honors,3.92,Pass,72,Honors,81,Honors,High Honors,Pass,Honors
5625,5400,1949,ME,300B,2C5,"Baystate Medical Center - Springfield, MA",H,3.33,High Honors,3.6,Honors,3.1,Pass,2.5,Honors,High Honors,Honors,Pass
5626,5401,1949,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.2,Honors,3.48,Pass,71,High Honors,84,Honors,Honors,Pass,High Honors
5627,5000,1161,PE,300,S1A,Baystate Medical Center,P,NA,Honors,3.12,NA,64,Honors,85,Pass,Honors,NA,Honors
5628,4900,1161,FC,300,S1B,Worcester Area South,H,NA,Honors,35.34,NA,12.3,Honors,13.18,Honors,Honors,NA,Honors
5629,4900,1161,PS,300,S1C,Berkshire Medical Center,H,NA,NA,NA,Pass,77,Pass,75,Honors,NA,Pass,Pass
5630,4901,1161,OB,300,S3A,UMMHC-Memorial Campus,H,NA,Honors,33,Pass,7,Honors,22,Honors,Honors,Pass,Honors
5631,4901,1161,SU,300,S3C,UMMHC-University & Memorial Campuses,HH,NA,High Honors,3.94,Pass,71,High Honors,76,High Honors,High Honors,Pass,High Honors
5632,4900,1161,NU,302,2A4,UMMHC-University Campus,P,NA,Honors,3.34,Honors,78,Pass,10,Pass,Honors,Honors,Pass
5633,5001,1021,OB,300,S3A,UMMHC-Memorial Campus,H,NA,High Honors,44,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
5634,5000,1021,SU,300,1B5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.8,Pass,66,Pass,74,Honors,High Honors,Pass,Pass
5635,5000,1021,ME,300B,2A5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.66,Pass,2,Honors,3,Honors,High Honors,Pass,Honors
5636,5000,1021,NU,302,2B3,UMMHC-University Campus,H,NA,Honors,3.41,Pass,75,Honors,17,Honors,Honors,Pass,Honors
5637,5300,1809,OB,300,S1C,"Baystate Medical Center - Springfield, MA",H,87,High Honors,44,Honors,11,Pass,20,Honors,High Honors,Honors,Pass
5638,5300,1809,PS,300,S2A,"Baystate Medical Center - Springfield, MA",HH,94,High Honors,98,Honors,82,High Honors,91,High Honors,High Honors,Honors,High Honors
5639,5300,1809,PE,300,S2B,"Baystate Medical Center - Springfield, MA",H,3.26,High Honors,3.52,Pass,77,Honors,88,Honors,High Honors,Pass,Honors
5640,5300,1809,FC,300,S2C,"Baystate Medical Center - Springfield, MA",H,91.9,Honors,41.7,Pass,17.09,High Honors,18.71,Honors,Honors,Pass,High Honors
5641,5300,1809,SU,300,1A5,"Baystate Medical Center - Springfield, MA",H,2.8,High Honors,3.52,Pass,73,Pass,60,Honors,High Honors,Pass,Pass
5642,5301,1809,ME,300B,3B5,"Baystate Medical Center - Springfield, MA",HH,3.56,High Honors,3.59,Honors,3.3,High Honors,3.5,High Honors,High Honors,Honors,High Honors
5643,5301,1809,NU,302,3C3,"Baystate Medical Center - Springfield, MA",HH,91.8,High Honors,3.68,High Honors,90,Honors,16,High Honors,High Honors,High Honors,Honors
5644,5300,1861,OB,300,S2B,UMMHC-Memorial Campus,H,89,High Honors,44,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5645,5301,1861,PE,300,S3A,UMMHC-University Campus,HH,3.45,High Honors,3.5,Pass,77,High Honors,90,High Honors,High Honors,Pass,High Honors
5646,5301,1861,PS,300,S3B,UMMHC-8 East,H,89,High Honors,88,Honors,88,Honors,86,Honors,High Honors,Honors,Honors
5647,5301,1861,FC,300,S3C,Worcester Area North,H,94.57,High Honors,44.98,Honors,18,Honors,16.79,Honors,High Honors,Honors,Honors
5648,5300,1861,ME,300B,1A5,UMMHC-Memorial Campus,H,3.32,Honors,3.46,Honors,3.4,Pass,2.5,Honors,Honors,Honors,Pass
5649,5300,1861,NU,302,1C3,UMMHC-University Campus,H,87.8,Honors,3.28,High Honors,90,Honors,18,Honors,Honors,High Honors,Honors
5650,5300,1861,SU,300,2C5,Saint Vincent Hospital Massachusetts,H,3.4,High Honors,3.9,Pass,75,High Honors,75,Honors,High Honors,Pass,High Honors
5651,5300,1844,OB,300,S1C,Milford Regional Medical Center,H,88,High Honors,44,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
5652,5301,1844,PS,300,S3A,Taunton State Hospital,HH,95,High Honors,93,High Honors,95,High Honors,94,High Honors,High Honors,High Honors,High Honors
5653,5301,1844,FC,300,S3B,Worcester Area South,HH,94.45,High Honors,44.16,High Honors,17.6,High Honors,18.39,High Honors,High Honors,High Honors,High Honors
5654,5301,1844,PE,300,S3C,UMMHC-University Campus,HH,3.89,High Honors,3.75,Honors,85,High Honors,91,High Honors,High Honors,Honors,High Honors
5655,5300,1844,SU,300,1A5,UMMHC-Memorial Colorectal,H,3.4,High Honors,3.86,Honors,78,Honors,72,Honors,High Honors,Honors,Honors
5656,5300,1844,NU,302,2A4,Milford Regional Medical Center,HH,90.7,High Honors,3.83,Honors,82,Pass,14,High Honors,High Honors,Honors,Pass
5657,5300,1844,ME,300B,2B5,Milford Regional Medical Center,HH,3.54,High Honors,3.61,Pass,2.2,High Honors,4,High Honors,High Honors,Pass,High Honors
5658,4900,1202,SU,300,S1B,UMMHC-University & Memorial Campuses,H,NA,Honors,2.96,Pass,66,Pass,68,Honors,Honors,Pass,Pass
5659,4900,1202,OB,300,S1C,UMMHC-Memorial Campus,H,NA,High Honors,41,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
5660,4901,1202,PS,300,S3A,TaraVista Behavioral Health Center,H,NA,NA,NA,Honors,84,Honors,80,Honors,NA,Honors,Honors
5661,4901,1202,FC,300,S3B,Worcester Area South,H,NA,Honors,37.28,NA,13,Honors,12.68,Honors,Honors,NA,Honors
5662,4901,1202,PE,300,S3C,UMMHC-University Campus,H,NA,Honors,3.24,NA,79,Honors,87,Honors,Honors,NA,Honors
5663,4900,1202,NU,302,2A4,UMMHC-University Campus,H,NA,High Honors,3.65,Pass,74,Pass,10,Honors,High Honors,Pass,Pass
5664,5200,1672,OB,300,S2C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,39,Honors,11,Honors,22,Honors,Honors,Honors,Honors
5665,5201,1672,FC,300,S3A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,44.98,Honors,17.94,Honors,17.81,Honors,High Honors,Honors,Honors
5666,5201,1672,PS,300,S3B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,82,Honors,89,High Honors,90,Honors,Honors,Honors,High Honors
5667,5201,1672,PE,300,S3C,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.78,Honors,87,High Honors,92,High Honors,High Honors,Honors,High Honors
5668,5200,1672,NU,302,1B3,"Baystate Medical Center - Springfield, MA",P,NA,Honors,3.14,Honors,80,Pass,10,Pass,Honors,Honors,Pass
5669,5200,1672,ME,300B,1C5,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.62,High Honors,3.8,Honors,3,High Honors,High Honors,High Honors,Honors
5670,5200,1672,SU,300,2A5,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.67,High Honors,82,High Honors,76,High Honors,High Honors,High Honors,High Honors
5671,5300,1474,OB,300,S2A,Cape Cod Hospital,HH,92,High Honors,45,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
5672,5301,1474,PS,300,S3A,Berkshire Medical Center,H,88,Honors,85,High Honors,92,Honors,85,Honors,Honors,High Honors,Honors
5673,5301,1474,PE,300,S3B,UMMHC-University Campus,HH,3.78,High Honors,3.51,Honors,89,High Honors,96,High Honors,High Honors,Honors,High Honors
5674,5301,1474,FC,300,S3C,Worcester Area North,H,94.29,Honors,41.29,Honors,18,High Honors,20,Honors,Honors,Honors,High Honors
5675,5300,1474,ME,300B,1B5,UMMHC-Memorial Campus,HH,3.67,High Honors,3.69,High Honors,3.6,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
5676,5300,1474,NU,302,1C3,Lahey Hospital & Medical Center,HH,92.9,High Honors,3.53,High Honors,88,High Honors,20,High Honors,High Honors,High Honors,High Honors
5677,5300,1474,SU,300,2B5,UMMHC-University Haidak,HH,4,High Honors,3.88,High Honors,83,High Honors,80,High Honors,High Honors,High Honors,High Honors
5678,5000,1240,OB,300,S1B,UMMHC-Memorial Campus,H,NA,Honors,35,Pass,7,Pass,18,Honors,Honors,Pass,Pass
5679,5000,1240,PS,300,S2A,Cape Cod Hospital,H,NA,NA,NA,Pass,80,Honors,82,Honors,NA,Pass,Honors
5680,5000,1240,PE,300,S2B,Baystate Medical Center,P,NA,Honors,3.11,NA,66,Pass,80,Pass,Honors,NA,Pass
5681,5000,1240,FC,300,S2C,Worcester Area North,H,NA,Honors,33.58,NA,13.9,Honors,12.23,Honors,Honors,NA,Honors
5682,5000,1240,SU,300,1C5,UMMHC-Memorial MIS,H,NA,High Honors,3.7,Honors,77,Pass,70,Honors,High Honors,Honors,Pass
5683,5001,1240,ME,300B,3B5,Berkshire Medical Center,H,NA,Honors,3.17,PASS,2.3,High Honors,4,Honors,Honors,Pass,High Honors
5684,5001,1240,NU,302,3C3,Saint Vincent Hospital Massachusetts,S,NA,NA,NA,PASS,69,Pass,10,Satisfactory,NA,Pass,Pass
5685,5100,1544,FC,300,S1A,Worcester Area North,HH,NA,High Honors,39.68,NA,14.3,Honors,17.19,High Honors,High Honors,NA,Honors
5686,5100,1544,PS,300,S1B,Berkshire Medical Center,H,NA,High Honors,92,Honors,89,Honors,81,Honors,High Honors,Honors,Honors
5687,5100,1544,PE,300,S1C,UMMHC-University Campus,H,NA,High Honors,3.49,NA,84,Pass,84,Honors,High Honors,NA,Pass
5688,5100,1544,NU,302,S2A,UMMHC-University Campus,HH,NA,High Honors,3.8,Honors,84,High Honors,20,High Honors,High Honors,Honors,High Honors
5689,5100,1544,ME,300B,S2B,Milford Regional Medical Center,HH,NA,High Honors,3.56,High Honors,3.8,High Honors,4,High Honors,High Honors,High Honors,High Honors
5690,5101,1544,SU,300,S3A,Cape Cod Hospital,HH,NA,High Honors,3.75,Honors,79,High Honors,81,High Honors,High Honors,Honors,High Honors
5691,5101,1544,OB,300,S3B,UMMHC-Memorial Campus,H,NA,High Honors,42,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
5692,5100,1483,NU,302,S1B,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.64,Honors,80,High Honors,20,High Honors,High Honors,Honors,High Honors
5693,5100,1483,ME,300B,S1C,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.52,High Honors,3.8,High Honors,4,High Honors,High Honors,High Honors,High Honors
5694,5100,1483,FC,300,S2A,Worcester Area North,HH,NA,High Honors,40,NA,13.7,High Honors,20,High Honors,High Honors,NA,High Honors
5695,5100,1483,PS,300,S2B,Taunton State Hospital,HH,NA,High Honors,99,Honors,89,High Honors,91,High Honors,High Honors,Honors,High Honors
5696,5100,1483,PE,300,S2C,UMMHC-University Campus,HH,NA,High Honors,3.61,NA,95,High Honors,92,High Honors,High Honors,NA,High Honors
5697,5101,1483,OB,300,S3A,UMMHC-Memorial Campus,HH,NA,High Honors,41,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
5698,5101,1483,SU,300,S3C,UMMHC-Memorial Colorectal,H,NA,High Honors,3.7,Honors,80,Honors,73,Honors,High Honors,Honors,Honors
5699,5200,1685,FC,300,S1A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,42.93,Pass,17.01,Honors,16.56,Honors,High Honors,Pass,Honors
5700,5200,1685,PE,300,S1B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.29,Pass,77,Honors,87,Honors,Honors,Pass,Honors
5701,5200,1685,PS,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,91,Pass,80,Honors,84,Honors,High Honors,Pass,Honors
5702,5200,1685,OB,300,S2A,"Baystate Medical Center - Springfield, MA",H,NA,Honors,40,Pass,7,Honors,20,Honors,Honors,Pass,Honors
5703,5200,1685,SU,300,2B5,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.5,High Honors,87,Honors,73,High Honors,High Honors,High Honors,Honors
5704,5201,1685,NU,302,3B3,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.43,High Honors,85,Honors,17,Honors,Honors,High Honors,Honors
5705,5201,1685,ME,300B,3C5,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.57,Pass,2.9,Honors,3,Honors,High Honors,Pass,Honors
5706,5400,1884,OB,300,S1A,UMMHC-Memorial Campus,H,86,High Honors,40,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5707,5400,1884,PE,300,S2A,UMMHC-University Campus,H,3.38,High Honors,3.52,Honors,80,Honors,86,Honors,High Honors,Honors,Honors
5708,5400,1884,PS,300,S2B,Cape Cod Hospital,H,93,High Honors,99,Honors,87,Honors,85,Honors,High Honors,Honors,Honors
5709,5400,1884,FC,300,S2C,Worcester Area South,H,89.28,High Honors,42.52,Pass,16.4,Pass,15.56,Honors,High Honors,Pass,Pass
5710,5400,1884,SU,300,1B5,Cape Cod Hospital,H,3,High Honors,3.8,Pass,71,Pass,67,Honors,High Honors,Pass,Pass
5711,5401,1884,ME,300B,3B5,UMMHC-Memorial Campus,H,3.31,High Honors,3.66,Honors,3.4,Pass,2,Honors,High Honors,Honors,Pass
5712,5401,1884,NU,302,3C3,Milford Regional Medical Center,H,88.25,High Honors,3.88,Honors,79,Honors,84,Honors,High Honors,Honors,Honors
5713,5200,1580,OB,300,S1C,Cape Cod Hospital,H,NA,Honors,33,High Honors,15,Honors,21,Honors,Honors,High Honors,Honors
5714,5200,1580,PE,300,S2A,Baystate Medical Center,HH,NA,Honors,3.44,Pass,78,High Honors,92,High Honors,Honors,Pass,High Honors
5715,5200,1580,PS,300,S2B,TaraVista Behavioral Health Center,HH,NA,High Honors,100,Honors,82,High Honors,91,High Honors,High Honors,Honors,High Honors
5716,5200,1580,FC,300,S2C,Worcester Area South,H,NA,High Honors,43.34,Pass,16.3,High Honors,18.75,Honors,High Honors,Pass,High Honors
5717,5200,1580,SU,300,1A5,Cape Cod Hospital,H,NA,High Honors,3.52,Pass,72,High Honors,76,Honors,High Honors,Pass,High Honors
5718,5201,1580,ME,300B,3A5,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.73,High Honors,3.6,Honors,3,High Honors,High Honors,High Honors,Honors
5719,5201,1580,NU,302,3B3,Berkshire Medical Center,HH,NA,High Honors,3.5,High Honors,89,Honors,16,High Honors,High Honors,High Honors,Honors
5720,5000,1262,FC,300,S2A,Worcester Area South,HH,NA,High Honors,38.48,NA,12.7,High Honors,15,High Honors,High Honors,NA,High Honors
5721,5000,1262,PS,300,S2B,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Honors,83,High Honors,90,Honors,NA,Honors,High Honors
5722,5000,1262,PE,300,S2C,UMMHC-University Campus,H,NA,Honors,3.22,NA,75,High Honors,93,Honors,Honors,NA,High Honors
5723,5001,1262,OB,300,S3B,Milford Regional Medical Center,HH,NA,High Honors,44,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
5724,5000,1262,NU,302,1A4,UMMHC-University Campus,HH,NA,Honors,3.41,High Honors,87,Honors,17,High Honors,Honors,High Honors,Honors
5725,5000,1262,ME,300B,1B5,Milford Regional Medical Center,HH,NA,Honors,3.28,High Honors,3.7,High Honors,4,High Honors,Honors,High Honors,High Honors
5726,5100,1560,FC,300,S1A,Middlesex County,HH,NA,High Honors,38.88,NA,13.9,Honors,17.7,High Honors,High Honors,NA,Honors
5727,5100,1560,PS,300,S1B,Cape Cod Hospital,HH,NA,High Honors,93,High Honors,92,Honors,83,High Honors,High Honors,High Honors,Honors
5728,5100,1560,PE,300,S1C,UMMHC-University Campus,H,NA,Honors,3.4,NA,83,Honors,85,Honors,Honors,NA,Honors
5729,5100,1560,SU,300,S2A,UMMHC-Memorial Colorectal,HH,NA,High Honors,3.8,High Honors,82,High Honors,78,High Honors,High Honors,High Honors,High Honors
5730,5100,1560,OB,300,S2C,UMMHC-Memorial Campus,HH,NA,High Honors,43,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
5731,5101,1560,ME,300B,S3A,UMMHC-Memorial Campus,H,NA,High Honors,3.72,High Honors,3.5,Pass,2,Honors,High Honors,High Honors,Pass
5732,5101,1560,NU,302,S3C,Berkshire Medical Center,H,NA,High Honors,3.58,High Honors,90,Pass,13,Honors,High Honors,High Honors,Pass
5733,4900,1155,PE,300,S1A,UMMHC-University Campus,H,NA,Honors,3.34,NA,83,High Honors,92,Honors,Honors,NA,High Honors
5734,4900,1155,FC,300,S1B,Southeast Area,H,NA,Honors,36.88,NA,13.2,High Honors,13.52,Honors,Honors,NA,High Honors
5735,4900,1155,PS,300,S1C,UMMHC-8 East,H,NA,NA,NA,Pass,82,Honors,84,Honors,NA,Pass,Honors
5736,4901,1155,OB,300,S3A,Cape Cod Hospital,H,NA,Honors,38,Honors,11,Honors,22,Honors,Honors,Honors,Honors
5737,4901,1155,SU,300,S3C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.77,Pass,72,High Honors,81,Honors,High Honors,Pass,High Honors
5738,4900,1155,NU,302,2A4,Saint Vincent Hospital Massachusetts,H,NA,Honors,2.8,Honors,79,Honors,16,Honors,Honors,Honors,Honors
5739,4900,1209,FC,300,S1A,Berkshire Area,H,NA,Honors,36.88,NA,14.3,Honors,12.98,Honors,Honors,NA,Honors
5740,4900,1209,PS,300,S1B,Berkshire Medical Center,HH,NA,NA,NA,Honors,87,High Honors,86,High Honors,NA,Honors,High Honors
5741,4900,1209,PE,300,S1C,UMMHC-University Campus,H,NA,Honors,3.28,NA,77,Honors,86,Honors,Honors,NA,Honors
